duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,icmp,SF,181,0,0,5,5,0,0,0,0,1,0,0,255,27,0.11,0.01,0.11,0,0,0,0,0,normal
0,tcp,S0,0,0,0,272,5,1,1,0,0,0.02,0.06,0,255,1,0,0.09,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,185,15,1,1,0,0,0.08,0.06,0,255,15,0.06,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,310,3222,1,4,4,0,0,0,0,1,0,0,255,221,0.87,0.01,0,0,0,0,0,0,normal
0,tcp,SF,54540,8314,1,4,4,0,0,0.5,0.5,1,0,0,255,255,1,0,0,0,0,0,0.06,0.06,anomaly
0,udp,SF,44,44,0,118,118,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,249,8,1,1,0,0,0.03,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,271,1,1,1,0,0,0,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,anomaly
3,tcp,SF,122,1348,1,1,1,0,0,0,0,1,0,0,255,63,0.25,0.02,0,0,0.96,0.97,0,0,normal
0,tcp,REJ,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.27,0.25,0,0,0,0.25,1,anomaly
0,tcp,SF,315,420,1,12,13,0,0,0,0,1,0,0.15,211,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,509,1,0.09,0,0.9,1,0,1,0,255,1,0,1,0.01,0,0.14,0,0.84,1,anomaly
1,tcp,SF,1574,400,1,1,1,0,0,0,0,1,0,0,4,4,1,0,0.25,0,0,0,0,0,normal
0,udp,SF,46,81,0,106,106,0,0,0,0,0.99,0.02,0.02,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,91,4,1,1,0,0,0.04,0.09,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,139,12,0,0,1,1,0.09,0.06,0,255,2,0.01,0.07,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,244,18,0,0,1,1,0.07,0.07,0,255,18,0.07,0.08,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,236,16,1,1,0,0,0.07,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,318,858,1,15,19,0,0,0,0,1,0,0.21,174,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,47,20,1,1,0,0,0.43,0.09,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,163,18014,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,2226,327,1,1,1,0,0,0,0,1,0,0,142,122,0.54,0.04,0.01,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,130,7,1,1,0,0,0.05,0.06,0,255,12,0.05,0.05,0,0,1,1,0,0,anomaly
0,udp,SF,45,45,0,148,228,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,292,16,1,1,0,0,0.05,0.05,0,255,9,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,2426,2686,1,13,13,0,0,0,0,1,0,0,73,255,1,0,0.01,0.04,0,0,0,0,normal
0,udp,SF,105,145,0,1,1,0,0,0,0,1,0,0,21,13,0.62,0.14,0.1,0,0,0,0,0,normal
0,tcp,SF,4753,0,1,2,2,0,0,0,0,1,0,0,240,60,0.22,0.08,0.27,0.03,0.01,0.02,0,0,normal
0,tcp,SF,305,411,1,9,20,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,295,8,1,1,0,0,0.03,0.05,0,255,8,0.03,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,240,25683,1,3,3,0,0,0,0,1,0,0,203,255,1,0,0,0.02,0,0,0,0,normal
0,tcp,RSTO,0,0,0,123,14,0,0,1,1,0.11,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,157,1,0.04,0,0.89,1,0.01,0.99,0,255,1,0,0.62,0,0,0.02,0,0.55,1,anomaly
0,tcp,SF,339,260,1,17,22,0,0,0,0,1,0,0.14,110,255,1,0,0.01,0.04,0,0,0,0,normal
7034,udp,SF,147,105,0,1,1,0,0,0,0,1,0,0,255,1,0,0.82,0.99,0,0,0,0,0,normal
0,tcp,SF,237,2809,1,1,16,0,0,0,0,1,0,0.19,1,255,1,0,1,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,23,5,1,1,0,0,0.22,0.17,0,255,64,0.25,0.02,0.01,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,148,19,0,0,1,1,0.13,0.05,0,255,19,0.07,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,287,2859,1,5,5,0,0,0,0,1,0,0,5,255,1,0,0.2,0.05,0,0,0,0,normal
0,tcp,SF,217,13110,1,1,17,0,0,0,0,1,0,0.12,11,255,1,0,0.09,0.04,0,0,0,0,normal
0,tcp,REJ,0,0,0,169,15,0,0,1,1,0.09,0.07,0,255,15,0.06,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,325,2125,1,4,24,0,0,0,0,1,0,0.12,129,255,1,0,0.01,0.04,0.01,0,0,0,normal
0,udp,SF,48,48,0,2,1,0,0,0,0,0.5,1,0,48,11,0.23,0.06,0.23,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,59,19,0,0,1,1,0.32,0.07,0,255,19,0.07,0.05,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,113,18,0,0,1,1,0.16,0.07,0,255,18,0.07,0.05,0,0,0,0,1,1,anomaly
0,udp,SF,44,112,0,204,205,0,0,0,0,1,0,0.01,255,166,0.65,0.01,0,0,0,0,0,0,normal
0,tcp,SF,7196,0,0,2,2,0,0,0,0,1,0,0,81,89,0.27,0.04,0.27,0.02,0,0,0.01,0,normal
0,tcp,SF,304,1010,1,29,29,0,0,0,0,1,0,0,74,255,1,0,0.01,0.05,0,0,0,0,normal
0,tcp,SF,237,329,1,1,12,0,0,0,0,1,0,0.25,1,255,1,0,1,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,172,3,1,1,0,0,0.02,0.06,0,255,20,0.08,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,35195,0,1,22,22,0,0,0,0,1,0,0,255,28,0.11,0.02,0.11,0,0,0,0.76,0,normal
0,tcp,S0,0,0,0,158,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,128,1,0.06,0,0.92,1,0.01,1,0,255,1,0,0.71,0,0,0.03,0,0.47,1,anomaly
0,tcp,S0,0,0,0,236,5,1,1,0,0,0.02,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,udp,SF,1,0,0,64,26,0,0,0,0,0.41,0.08,0,255,60,0.24,0.18,1,0,0,0,0,0,anomaly
0,tcp,SF,224,1228,1,16,23,0,0,0,0,1,0,0.13,67,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,181,21,1,1,0,0,0.12,0.06,0,255,21,0.08,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,130,12,1,1,0,0,0.09,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,45,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,5,0,0,0,0,1,0,1,1,109,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,319,1,0.03,0,0.95,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,anomaly
0,tcp,S0,0,0,0,22,7,1,1,0,0,0.32,0.18,0,255,67,0.26,0.02,0,0,1,1,0,0,anomaly
0,tcp,SF,205,1042,1,5,5,0,0,0,0,1,0,0,249,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,SF,303,2698,1,1,7,0,0,0,0,1,0,0.29,255,251,0.98,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,292,17,1,1,0,0,0.06,0.05,0,255,17,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,329,354,1,20,42,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,180,5,1,1,0,0,0.03,0.07,0,255,5,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,57,251,1,0,0.02,0.09,0,0,1,0.99,normal
0,udp,SF,45,122,0,138,138,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,258,13,1,1,0,0,0.05,0.07,0,255,26,0.1,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,31,0,0,0,0,1,0,1,4,92,1,0,1,0.25,0,0,0,0,anomaly
0,tcp,SF,287,1728,1,10,10,0,0,0,0,1,0,0,94,255,1,0,0.01,0.02,0,0.01,0,0,normal
0,tcp,S0,0,0,0,132,17,1,1,0,0,0.13,0.07,0,255,17,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,121,11,1,1,0,0,0.09,0.06,0,255,11,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,226,1,1,1,0,0,0,0.06,0,255,1,0,0.06,0,0,1,1,0,0,anomaly
5066,tcp,SF,5133876,0,1,1,1,0,0,0,0,1,0,0,4,60,1,0,1,0.12,0.25,0.02,0,0,anomaly
0,icmp,SF,8,0,0,1,33,0,0,0,0,1,0,1,1,37,1,0,1,0.51,0,0,0,0,anomaly
0,udp,SF,28,0,0,78,78,0,0,0,0,1,0,0,255,78,0.31,0.01,0.31,0,0,0,0,0,anomaly
0,icmp,SF,18,0,0,1,1,0,0,0,0,1,0,0,1,79,1,0,1,1,0,0,0,0,anomaly
32,tcp,SF,249,128,1,11,14,0,0,0,0,1,0,0.14,44,255,1,0,0.02,0.05,0,0,0,0,normal
0,tcp,SF,2522,326,1,1,1,0,0,0,0,1,0,0,255,141,0.55,0.03,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,229,20,1,1,0,0,0.09,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,749,0,1,2,2,0,0,0,0,1,0,0,255,102,0.4,0.08,0.45,0,0.01,0.02,0,0,normal
0,tcp,S0,0,0,0,101,1,1,1,0,0,0.01,0.06,0,255,1,0,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,224,1705,1,2,2,0,0,0,0,1,0,0,2,20,1,0,0.5,0.1,0,0,0,0,normal
0,udp,SF,28,0,0,10,10,0,0,0,0,1,0,0,223,10,0.04,0.73,0.04,0,0.03,0,0.59,0,anomaly
0,tcp,SF,285,25519,1,2,27,0,0,0,0,1,0,0.19,49,255,1,0,0.02,0.04,0,0,0,0,normal
0,tcp,SF,240,33586,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,287,609,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,199,1905,1,4,4,0,0,0,0,1,0,0,32,255,1,0,0.03,0.01,0,0,0,0,normal
3,tcp,SF,1887,331,1,1,1,0,0,0,0,1,0,0,96,191,0.84,0.05,0.01,0.01,0,0.01,0,0,normal
1,tcp,SF,851,325,1,1,2,0,0,0,0,1,0,1,49,189,0.73,0.08,0.02,0.01,0,0,0,0,normal
0,tcp,SF,158,3504,1,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,230,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,54540,8314,1,5,5,0,0,0,0,1,0,0,130,130,1,0,0.01,0,0,0,0.05,0.05,anomaly
0,icmp,SF,8,0,0,1,37,0,0,0,0,1,0,1,2,87,1,0,1,0.51,0,0,0,0,anomaly
0,icmp,SF,520,0,0,167,167,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,anomaly
0,icmp,SF,520,0,0,187,187,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,anomaly
0,tcp,SF,317,379,1,10,10,0,0,0,0,1,0,0,39,255,1,0,0.03,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,45,9,1,1,0,0,0.2,0.11,0,255,10,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,147,15,1,1,0,0,0.1,0.05,0,255,12,0.05,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,213,620,1,16,16,0,0,0,0,1,0,0,50,255,1,0,0.02,0.07,0,0,0,0,normal
0,tcp,SF,1470,0,0,8,8,0,0,0,0,1,0,0,28,20,0.71,0.07,0.71,0,0,0,0,0,normal
0,udp,SF,43,111,0,261,265,0,0,0,0,1,0,0.01,255,222,0.87,0.01,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,411,1,0.09,0,0.91,1,0,1,0,255,1,0,1,0,0,0.11,0,0.89,1,anomaly
0,tcp,S0,0,0,0,239,5,1,1,0,0,0.02,0.07,0,255,16,0.06,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,297,1433,1,12,14,0,0,0,0,1,0,0.21,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,214,1918,1,14,14,0,0,0,0,1,0,0,241,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,6,255,1,0,0.17,0.14,0,0,1,0.99,normal
0,tcp,SF,320,4624,1,22,22,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,116,5,1,1,0,0,0.04,0.08,0,255,5,0.02,0.09,0,0,1,1,0,0,anomaly
0,icmp,SF,78,0,0,10,2,0,0,0,0,0.2,0.2,0,255,8,0.03,0.01,0.03,0,0,0,0,0,normal
0,tcp,S0,0,0,0,165,10,1,1,0,0,0.06,0.07,0,255,10,0.04,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,10389,0,1,5,6,0,0,0,0,1,0,0.33,12,73,0.92,0.17,0.92,0.03,0,0,0,0,normal
0,icmp,SF,8,0,0,1,23,0,0,0,0,1,0,1,2,96,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,S0,0,0,0,190,7,1,1,0,0,0.04,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,182,8,1,1,0,0,0.04,0.06,0,255,8,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,375,255,1,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,247,14,1,1,0,0,0.06,0.06,0,255,13,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,148,18,1,1,0,0,0.12,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,222,488,1,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,1,0,0,26,3,0,0,0,0,0.12,0.15,0,255,7,0.03,0.85,0.16,0,0.16,0,0.68,0,anomaly
0,tcp,SF,54540,8314,1,4,4,0,0,0,0,1,0,0,179,179,1,0,0.01,0,0,0,0.06,0.06,anomaly
0,tcp,S0,0,0,0,223,19,1,1,0,0,0.09,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,anomaly
0,udp,SF,43,43,0,2,3,0,0,0,0,1,0,0.67,127,124,0.98,0.02,0.02,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,3,255,1,0,0.33,0.08,0,0,1,0.97,normal
0,tcp,SF,298,498,1,11,12,0,0,0,0,1,0,0.17,83,255,1,0,0.01,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,145,15,1,1,0,0,0.1,0.06,0,255,15,0.06,0.05,0,0,1,1,0,0,anomaly
0,udp,SF,1,0,0,43,10,0,0,0,0,0.23,0.09,0,255,10,0.04,0.06,1,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,236,17,1,1,0,0,0.07,0.06,0,255,26,0.1,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,151,20,0.99,1,0,0,0.13,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,314,1145,1,20,40,0,0,0,0,1,0,0.05,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,308,785,1,13,15,0,0,0,0,1,0,0.13,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,319,4143,1,14,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,147,23,1,1,0,0,0.16,0.05,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,1032,0,0,22,22,0,0,0,0,1,0,0,255,22,0.09,0.02,0.09,0,0,0,0,0,anomaly
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,139,0.55,0.01,0.55,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,127,11,1,1,0,0,0.09,0.05,0,255,11,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,246,9648,1,1,1,0,0,0,0,1,0,0,92,255,1,0,0.01,0.02,0,0,0,0,normal
0,udp,SF,105,147,0,1,1,0,0,0,0,1,0,0,192,190,0.99,0.01,0.01,0,0,0,0,0,normal
0,tcp,SF,202,454,1,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,267,16,1,1,0,0,0.06,0.05,0,255,16,0.06,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,215,25078,1,2,8,0,0,0,0,1,0,0.25,2,255,1,0,0.5,0.04,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,6,114,1,0,0.17,0.11,0,0,1,1,normal
0,tcp,SF,306,234,1,1,2,0,0,0,0,1,0,1,16,255,1,0,0.06,0.06,0,0,0,0,normal
0,tcp,S0,0,0,0,122,16,1,1,0,0,0.13,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,258,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,150,10,1,1,0,0,0.07,0.05,0,255,7,0.03,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,2,3,0,0,1,1,1,0,0.67,2,10,1,0,0.5,0.3,0,0,1,1,normal
0,tcp,SF,19,0,1,2,2,0,0,0,0,1,0,0,7,57,0.86,0.29,0.86,0.04,0,0,0,0,normal
0,tcp,S0,0,0,0,17,17,1,1,0,0,1,0,0,79,140,0.47,0.03,0.01,0.01,0.97,0.26,0,0,anomaly
0,tcp,S0,0,0,0,108,18,1,1,0,0,0.17,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,187,5,1,1,0,0,0.03,0.06,0,48,3,0.06,0.19,0.02,0,0.71,1,0.02,0,anomaly
0,tcp,S0,0,0,0,275,8,1,1,0,0,0.03,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,286,20,1,1,0,0,0.07,0.06,0,255,1,0,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,272,4,1,1,0,0,0.01,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,126,8,1,1,0,0,0.06,0.07,0,255,15,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,327,3200,1,13,18,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,919,386,1,1,1,0,0,0,0,1,0,0,255,122,0.48,0.01,0,0,0.62,0.66,0,0,normal
0,tcp,S0,0,0,0,215,11,1,1,0,0,0.05,0.06,0,255,11,0.04,0.05,0,0,1,1,0,0,anomaly
0,icmp,SF,18,0,0,1,1,0,0,0,0,1,0,0,4,208,1,0,1,0.25,0,0,0,0,anomaly
0,tcp,S0,0,0,0,141,1,1,1,0,0,0.01,0.06,0,255,1,0,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,126,10,1,1,0,0,0.08,0.06,0,255,10,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,225,702,1,15,22,0,0.05,0,0.05,1,0,0.23,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,137,5,1,1,0,0,0.04,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,265,22,1,1,0,0,0.08,0.05,0,255,22,0.09,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,225,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,anomaly
0,udp,SF,1,0,0,32,32,0,0,0,0,1,0,0,100,32,0.32,0.05,0.35,0,0,0,0,0,anomaly
0,tcp,SF,1579,329,1,1,1,0,0,0,0,1,0,0,61,31,0.51,0.08,0.02,0,0,0,0,0,normal
0,tcp,SF,164,9785,1,1,1,0,0,0,0,1,0,0,83,255,1,0,0.01,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,238,6,1,1,0,0,0.03,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,300,20,1,1,0,0,0.07,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,221,25,1,1,0,0,0.11,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,anomaly
12124,tcp,SF,165,7461,1,1,1,0,0,0,0,1,0,0,169,24,0.14,0.03,0.01,0,0.01,0.08,0.01,0.08,normal
0,tcp,SF,306,1380,1,2,2,0,0,0,0,1,0,0,255,248,0.97,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,250,12,1,1,0,0,0.05,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,60,1,1,1,0,0,0.02,0.08,0,209,1,0,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,82,13,0,0,1,1,0.16,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,130,6,1,1,0,0,0.05,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,242,1752,1,23,23,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,SF,817,327,1,1,1,0,0,0,0,1,0,0,124,188,0.75,0.03,0.01,0.01,0,0,0,0,normal
0,icmp,SF,18,0,0,1,1,0,0,0,0,1,0,0,1,110,1,0,1,1,0,0,0,0,anomaly
0,udp,SF,43,43,0,114,116,0,0,0,0,1,0,0.03,234,169,0.72,0.02,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,245,20,1,1,0,0,0.08,0.07,0,255,20,0.08,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,195,3,1,0.67,0,0.33,0.01,0.06,0.67,255,2,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,204,3881,1,13,13,0,0,0,0,1,0,0,29,255,1,0,0.03,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,148,18,1,1,0,0,0.12,0.06,0,255,20,0.08,0.05,0,0,1,1,0,0,anomaly
0,udp,SF,44,135,0,31,53,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,299,8091,1,1,21,0,0,0,0,1,0,0.14,1,255,1,0,1,0.05,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,7,0,0,1,0.14,1,0,0.29,119,242,1,0,0.01,0.02,0,0,0.76,0.88,normal
0,icmp,SF,8,0,0,1,37,0,0,0,0,1,0,1,2,40,1,0,1,0.52,0,0,0,0,anomaly
0,tcp,S0,0,0,0,128,4,1,1,0,0,0.03,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,329,3290,1,11,28,0,0,0,0,1,0,0.18,35,255,1,0,0.03,0.03,0,0.01,0,0,normal
0,udp,SF,44,130,0,241,317,0,0,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,209,16,1,1,0,0,0.08,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,142,4,1,1,0,0,0.03,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,anomaly
36151,tcp,RSTR,1,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.5,1,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,1,2,0,0,1,1,1,0,1,4,254,1,0,0.25,0.22,0,0.01,1,0.91,normal
0,tcp,SF,224,2602,1,5,5,0,0,0,0,1,0,0,5,255,1,0,0.2,0.04,0,0,0,0,normal
0,tcp,SF,335,406,1,12,47,0,0.02,0,0,1,0,0.17,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,229,820,1,4,4,0,0,0,0,1,0,0,31,81,1,0,0.03,0.09,0,0,0,0,normal
7070,udp,SF,146,105,0,5,1,0,0,0,0,0.2,0.6,0,255,1,0,0.81,1,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,33,0,0,0,0,1,0,1,2,50,1,0,1,0.52,0,0,0,0,anomaly
0,tcp,SF,3909,0,1,5,1,0.2,0,0,0,0.2,0.6,0,99,1,0.01,0.06,0.41,0,0.01,0,0.01,0,normal
1,tcp,SF,1601,326,1,1,3,0,0,0,0,1,0,1,92,52,0.57,0.05,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,252,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,196,22792,1,4,4,0,0,0,0,1,0,0,239,255,1,0,0,0.02,0.01,0.01,0,0,normal
0,tcp,SF,146,423,1,1,1,0,0,0,0,1,0,0,2,2,1,0,0.5,0,0,0,0.5,0.5,normal
0,tcp,SF,253,397,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,206,18,1,1,0,0,0.09,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,101,8,1,1,0,0,0.08,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,280,12,0,0,1,1,0.04,0.06,0,255,12,0.05,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,219,1565,1,6,35,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,223,3090,1,2,2,0,0,0,0,1,0,0,52,255,1,0,0.02,0.02,0,0,0,0,normal
0,tcp,SF,1436,315,1,1,1,0,0,0,0,1,0,0,187,109,0.58,0.03,0.01,0,0,0,0,0,normal
0,tcp,SF,224,3616,1,18,30,0.06,0.07,0,0,1,0,0.13,103,255,1,0,0.01,0.04,0.01,0,0,0,normal
